,Hotel,Point,Country,member,Room type,Date,Review Title,Review Contents
10,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,bonghee (대한민국),커플/2인 여행객,디럭스 트윈,2021년 8월 | 3박,아스타 호텔 최고,['올해4월에 3박4일 첫이용 너무 맘에들어서 8월3일 또3박4일 이용 위치나 청결상태 직원 친절 조식 그리고 룸 배달 써비스 까지 너무 맘에들어 가족들과 또다시 갈려하는데 숙소는 아스타 호텔로 선택합니다 너무 맘에듭니다']
11,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,CHOI (대한민국),청소년 동반 가족 여행객,한실 프리미어 패밀리룸,2020년 2월 | 1박,조식이 기대이상인 호텔 ,"['주차장 - 여유있음 청소상태 - 딱히 흠잡을곳 없음 룸 상태 - 더블침대 + 요2개 구성 넓지도 않지만 좁지도 않음 조식 - 이 가격대 이런 조식은 감사할따름 , 종류는 적지만 맛과 깔끔함은 이번 제주여행 조식중 최고']"
12,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,JUKYUNG (대한민국),커플/2인 여행객,현장 임의 배정,2021년 8월 | 1박,굿굿굿 !,['위생이나 주차시설 직원분들 친절함 뭐하나 빠질것없이 다 너무 좋았던것같아요 ㅎㅎ 호텔이 좋아서 제주여행추억에 한몫더한거같네여 ❤️ 제주 또 온다면 다음에도 이용할거에요 !']
13,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Hyeeun (미국),커플/2인 여행객,디럭스 더블,2019년 6월 | 3박,너무 좋아요,"['저번달 부모님과 제주도 여행할 때 이 호텔에 묵었는데 너무 좋아서 남자친구랑 다시왔어요! 버스정류장도 가까워서 차없이도 다니기 편했어요~ 깨끗하고, 친절하고, 조식도 너무 맛있었습니다.']"
14,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,seonjeong (대한민국),커플/2인 여행객,디럭스 트윈,2022년 7월 | 2박,제주 친구여행,['위치가 좋아서 등반하고 와서 호텔부근에서 걸어서 맛집가기도좋고 저녁에 호텔 사우나가 있어서 거기서 피로를 풀기도 너무 좋았어요.침구도 좋고 친절하고 진짜 추천하고싶어요']
15,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,hyekyung (대한민국),나홀로 여행객,디럭스 트윈,2019년 1월 | 1박,가격대비 만족,['다른 비슷한 호텔보다 객실이 넓어서 좋았어요. 직원분도 친절하시구요. 주차장 들어 가는 입구가 좁긴하지만..편의점 사장님도 친절하시구요. 가격대비 만족합니다!']
16,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,HYUKJIN (대한민국),유아/아동 동반 가족 여행객,현장 임의 배정,2021년 9월 | 1박,친절하고 깔금한 호텔 입니다.,['제주 공항에서 가깝고 직원 분들도 친절합니다. 1층 식당의 젊은 직원분 친절히 룸서비스까지 해주시고 재 방문의사 있습니다. 만족합니다~~']
17,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,eunbyeol (대한민국),커플/2인 여행객,현장 임의 배정,2019년 2월 | 2박,좋아요,['두번째 이용입니다. 추어서 히터를 틀고잤더니 너무건조하더라구요. 하지만 깔끔했고 룸청소또한 굉장히 신경을 많이 써주셨어요. 가습기만 대여할수있다면 최고일듯!']
18,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,성화 (대한민국),커플/2인 여행객,현장 임의 배정,2022년 8월 | 6박,가성비 대박이죠~,"['일년에 3,4회 정도 제주를 가면 항상 아스타를 이용합니다.대중교통 편하고 직원분들 친절은 짱!! 객실 상태도 깨끗하니 좋구요~~ 앞으로도 쭉~~아스타만']"
19,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,UNJAE (대한민국),커플/2인 여행객,현장 임의 배정,2021년 12월 | 2박,넓고 깨끗한 객실 친절한 곳. 추천!,['객실이 상당히 넓고 깨끗합니다. 가격대비 최고의 시설입니다. 직원 분들이 친절합니다. 다른 투숙객들의 낮은 공공의식(흡연 및 소음)으로 불편한 경험을 하긴 했지만 직원들의 친절한 대응으로 상쇄되었습니다. 숙박기간동안 편안하게 지냈고 직원분들께 감사드립니다. 다음에 제주에 가게되면 다시 머물고 싶습니다.']
20,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,MYUNGSUN (대한민국),커플/2인 여행객,현장 임의 배정,2020년 10월 | 2박,깨끗하고 아늑한 호텔,"['위치나 시설 모두 매우 만족이었구요! 현장임의배정 객실을 선택했는데 운좋게도 오션뷰에 디럭스 더블의 퀸베드 객실을 주셔서 정말 편안하고 기분좋게 이틀을 보내고 왔습니다. 한라산 가는 버스도 바로앞에 있구, 여러모로 좋았습니다.']"
21,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,sunsook (대한민국),나홀로 여행객,디럭스 트윈,2020년 10월 | 1박,위치 청결 가격 다 만족합니다^^,['위치도 찾기 쉽고 호텔에서 한라산도 보이고 바다도 보입니다 욕실은 오래된 흔적이 보이지만 룸은 리모델링을 해서 그런지 깨끗했습니다 저는 오션뷰를 원했지만 친구들은 한라산뷰를 좋아했어요 조식도 맛있어요']
22,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Youngmock (대한민국),나홀로 여행객,디럭스 트윈,2021년 5월 | 2박,잘 지내다 가요:),"['가족이랑 제주여행을 계획하고 호텔을 찾다가 후기보고 예약하게 되었어요. 제주 공항 근처에 있고, 조식도 잘 나오고 넘 맛있었어요. 2박3일 동안 날씨도좋고 가족들과 좋은시간보내다 가요~ 감사합니다! 추천합니다']"
23,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Doyon (대한민국),커플/2인 여행객,현장 임의 배정,2022년 3월 | 2박,"가성비 좋고, 주차 좋고, 위치 좋고",['1. 조식이 가성비가 매우 좋다. 2. 룸서비스 가성비가 매우 좋다. 3. 주차때문에 스트레스 받을 일 없다. 4. 방 상태도 좋은 편이다. 5. 시내에 있는게 장점이자 단점. 재방문의사 있음']
24,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Hakshin (대한민국),나홀로 여행객,프리미어 트윈,2021년 7월 | 3박,Good,"['정말 많은 후기를 참조하여 여기를 예약하였습니다. 제주시내를 희망하는 개인여행자, 비싼 호텔을 제외한 퀄리티 좋은 호텔을 찾는 가족여행객에게 추천합니다. 다음여행에 재 방문 의사 있습니다.']"
25,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,song-yi (대한민국),커플/2인 여행객,디럭스 더블,2020년 10월 | 1박,또 올거예요,['원래 뷰는 별로 신경안쓰는지라 숙소가 깔끔하고 아늑하면 좋아하는데 좋았습니다. 샤워기만 좀 바꿔주시면 감사하겠습니다 그리고 샤워실 문이없어서 샤워하면 세면대쪽 바닥으로 물이 많이튀어요']
26,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Ji (대한민국),그룹 여행객,프리미어 트윈,2022년 2월 | 1박,공항서 가깝고 매우 만족합니다,['다음날 일찍 공항에 가야해서 머물렀는데 깨끗하고 룸서비스가 정말 좋았습니다 맛도 맛이지만 가격도 좋았습니다 다음에도 제주도에 가게 되면 머물 예정입니다']
27,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Heewon (대한민국),커플/2인 여행객,디럭스 더블,2020년 7월 | 2박,위치와 컨디션 굿,"['주차장소 넉넉하며, 쾌적한 호텔 내부 친절한 직원들이 있습니다. 재방문의사 있습니다']"
28,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,YANG (대한민국),청소년 동반 가족 여행객,디럭스 트윈,2021년 2월 | 2박,가성비 정말 좋아요,"['청소상태 매우 좋고, 직원들 친절하고, 조식도 만족합니다. 다시 이용할 의향 있어요.']"
29,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,JEHEON (대한민국),그룹 여행객,프리미어 패밀리,2021년 4월 | 1박,깔끔하고 좋았어요,['주차하기 편했고 내부 시설이 깔끔하고 좋았어요. 헬스를 하려면 사우나를 무조건 해야하는게 조금 아쉬웠어요. 헬스장과 사우나도 시설 괜찮고 투숙객 할인 되는게 만족스러웠습니다.']
30,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,yeong (대한민국),출장 여행객,디럭스 트윈,2020년 11월 | 1박,조아요,"['하루숙박하기 조아요 놀러간거 아니라서 저렴하구 깔끔한데 찾았는데 택시타면 아스타 가달라고 하면 바로 알아들으시고 동문시장 3300원이면 가구, 조식도 풍요롭진 않지만 소소하게 있을거다있음']"
31,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,MUNJEONG (대한민국),나홀로 여행객,현장 임의 배정,2022년 6월 | 1박,최고입니다,"[""공항 근처 숙소 중 이 가격대에 이정도 컨디션 찾기 힘든데 기대 안했지만 최고였네요 숙소 근처 '집아페'라는 초밥집 강추합니다 다시 또 방문하고싶어요""]"
32,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,JIHYUN (대한민국),커플/2인 여행객,디럭스 트윈,2019년 3월 | 1박,굿^^ ,['아침 조식도 먹을것만 잘 구비 되어 있어서 좋았습니다. 직원들도 다 친절하고 로비도 넓어서 확 트인 시야가 좋았습니다. 지하에 주차 하기도 편하고 룸도 넓어서 좋았습니다. 가격대비 성능이 뛰어나서 만족 합니다. 조용하게 잘 잤습니다.']
33,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Younghyo (대한민국),커플/2인 여행객,스탠다드 더블룸,2019년 5월 | 2박,최고,"['스냅 촬영차 제주도 방문했는데 공항 및 드메업체와 가까워서 편했어요. 주차 공간 넉넉하고, 조식도 먹을만 했어요. 가격 무리없고, 방사이즈 충분, 무엇보다도 깔끔해서 좋았습니다.']"
34,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,DOKYUNG (대한민국),커플/2인 여행객,현장 임의 배정,2021년 7월 | 1박,최고의 선택!,['제주도 여행 마지막 날을 아스타 호텔에서 머물렀습니다. 방도 크고 깔끔해서 편안하게 지냈습니다. 그리고 편의점도 1층에 위치해 있고 교통도 편리해서 여러모로 좋았습니다. 조식이 할인된 가격이 아니라면 조금 아쉬울 뻔 했지만 50퍼센트 할인 쿠포직원분들이 따스한 환대로 여행 마지막 날의 피로를 잘 풀고 돌아왔습니다. 다음에도 기회가 된다면 이용할 계획입니다.']
35,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,SOONYONG (대한민국),나홀로 여행객,현장 임의 배정,2021년 4월 | 1박,앞으로 제주도 갈떼마다 이용할 호텔,"['제주도 많이 가봤지만, 가격대비 크게 만족도가 있는 호텔이 없었는데... 이번에 이용한 아스타호텔은 정말 너무 만족도가 높았다.. 넓은 객실과 화장실.. 주차장과 호텔위치.. 하지만 그 무엇보다 좋았던 것은 호텔 조식.. 투숙객은 조식비가 단독 일만원.. 고등어구이와 아주 맛있게 먹은 베이컨.. 미역국에 북어해장국 먹으러 또 가야지..']"
36,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,SEONHONG (대한민국),나홀로 여행객,디럭스 트윈,2020년 10월 | 1박,최고,"['공항 편도 택시비 5천원였고, 아침조식도 깔끔하게 잘 나왔습니다. 하우스키퍼가 친절하셨어요.']"
37,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,choi (대한민국),커플/2인 여행객,현장 임의 배정,2022년 1월 | 2박,재방문 의사 충만,"['4성급 호텔의 격에 맞는 적당한 소프트웨어와 적당한 청결 괜찮은 위치 넉넉한 주차장. 다음에도 재방문 예정. 가성비, 청결, 위치, 주차 모두 만족.']"
38,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,KIM (대한민국),나홀로 여행객,디럭스 더블,2021년 3월 | 1박,조식 맛있고 호텔 좋아요!,['가족여행 가서 하루 숙박 했습니다. 위치도 괜찮고 너무 기분좋게 지내다 갑니다ㅎㅎ 조식이 정말 정말 맛있었어요 추천합니다^^']
39,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Park (대한민국),그룹 여행객,프리미어 트윈,2020년 11월 | 1박,만족했습니다,['룸 컨디션도 좋았고 직원분들 친절합니다 가격대비 조식도 나쁘지않았어요~']
40,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,JI (대한민국),커플/2인 여행객,현장 임의 배정,2021년 9월 | 1박,칫솔 치약 구비되어있지 않음,['없어서 첫날 갔다가 아래 편의점에서 구입했어요. 그 외어매니티는 튜브형 구비되어 있습니다. 뷰도 바다 보이고 좋았네요.^^']
41,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,WONYOU (대한민국),그룹 여행객,디럭스 트윈,2019년 1월 | 1박,만족스러웠습니다.,['깔끔하고 편안한 호텔이었습니다. 다음에 가도 묵을 의향 있습니다!!']
42,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,SM (대한민국),커플/2인 여행객,디럭스 더블,2020년 4월 | 3박,개인적으로 만족했습니다. 다음에도 또 이용하고 싶어요.,['제주공항과 가깝고(렌트카 위치도) 가격도 나름 만족하였고 위생상태도 좋았습니다.']
43,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,HyunJoo (대한민국),커플/2인 여행객,현장 임의 배정,2020년 4월 | 1박,좋았어요,"['제주 시내에 위치한 아스타 호텔 제주 1박 했어요. 방 청결하고 화장실도 넓고, 방도 충분히 넓어요. 다시가도 한번 더 이용하고 싶네요.']"
44,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,SEOJEONG (대한민국),커플/2인 여행객,현장 임의 배정,2021년 7월 | 2박,가격대비 시설 완전 만족스러워요,['직원분들도 친절하시고 시설자체도 깔끔해서 너무 만족스러웠어요 ! 다음에 재주가면 또 방문하도록 하겠습니다 ! 물건 놔두고 왔는데 전화주셔서 감사합니다 !']
45,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0 최고,Hyesung (대한민국),커플/2인 여행객,객실정보없음,2020년 8월 | 1박,공항 근처에서 제일 괜찮은듯,['직원들이 매우 친절하고 가격대비 숙소 청결 우수함']
46,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Mihyeon (대한민국),유아/아동 동반 가족 여행객,디럭스 트윈,2021년 8월 | 1박,여행 마지막날 이용했습니다,['공항도 가깝고 시장도 가까워 위치 최고였고 침구 등 위생도 아주 좋았습니다. 다음에도 이용할 생각입니다']
47,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,JUNG (대한민국),그룹 여행객,현장 임의 배정,2020년 2월 | 1박,엄마랑 둘이 자기 딱 좋았으나 욕조없는게 조금 아쉬웠어요,['멀리에 바다도 보이고 숙소도 깔끔하니 좋았어요 위치도 아주 좋고 만족스러워요!']
48,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,ANSOON (대한민국),청소년 동반 가족 여행객,디럭스 더블,2021년 7월 | 1박,다음에도 이용,['제주도 3박중 1박만 했는데 깔끔하니 좋았어요 조식도 괜찮았구요 다음에 제주도오면 여기에 또 예약하고 싶네요']
49,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,SEONGHWAN (대한민국),나홀로 여행객,현장 임의 배정,2022년 7월 | 1박,제주 공항에서 적당한 거리..,"['호텔은 제주공항에서 버스 하차후 짧은 도보까지 포함 약 20분이면 도착이 가능합니다. 차량이용시 호텔 후면과 지하 주차장이 있으나 호텔 규모에 비해 많은 편은 아닌듯 합니다. 편의 시설로는 1층 편의점이 있고, 제주시에서 적당한 거리와 조용한 숙소를 찾으시는 분에게 좋을듯합니다.']"
50,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,Jeong (대한민국),유아/아동 동반 가족 여행객,디럭스 트윈,2020년 4월 | 1박,아스타호텔추천한표,['가격대비 너무 좋앗어요 룸컨디션도 좋았고 공항에서 차로 십분거리이며 주변에도 상권이 발달되어있어 저녁먹으러 유모차끌고 잘다녀올정도였구요 코로나때문에 조식이 한정적인부분이 아쉬웠지만 대체적으로 만족한 숙소였어요 ㅎ 공항근처 가성비괜찮은 호텔 찾으신다면 추천드려요']
51,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,MinHwa (대한민국),커플/2인 여행객,디럭스 트윈,2021년 7월 | 2박,만족도 높은 호텔,['공항근처 위치좋음 룸사이즈 크고 컨디션좋음 비데있음 조식뷔페 50프로 할인 가성비좋음 편의점있음 주차장넓음']
52,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Martin (대한민국),커플/2인 여행객,현장 임의 배정,2022년 8월 | 1박,제주시내 깔끔하고 만족스러운 호텔,['주차 넉넉하고 객실 상태나 위치가 아주 만족스러웠습니다. 재방문의사 있습니다.']
53,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,yoo (대한민국),나홀로 여행객,현장 임의 배정,2020년 6월 | 2박,좋아요!,['더블침대에 싱글침대 하나였는데 좋았어요. 위생과 위치 둘다 만족입니다^^ 공간도 아주 넉넉해서 짐 둘 곳도 많았어요~']
54,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,song-yi (대한민국),커플/2인 여행객,현장 임의 배정,2020년 10월 | 1박,좋았어요,['방도넓고 쾌적하고 좋았습니다. 다음에 또 올것같아요 샤워기 수압이 약해서 아쉬운것 말고는 전부좋았습니다']
55,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,giryeong (대한민국),나홀로 여행객,현장 임의 배정,2021년 7월 | 2박,깔끔해요,['청소상태 좋았어요! 1층에 편의점있고 해장국집도 가까워요.']
56,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,SUNGJAE (대한민국),커플/2인 여행객,현장 임의 배정,2022년 3월 | 1박,깨끗하고 좋았습니다.,['호텔이 관리가 잘 되어있는 느낌을 받았습니다. 깨끗하고 좋았습니다. 조식도 가격대비 만족했습니다.']
57,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,daehyeon (대한민국),유아/아동 동반 가족 여행객,현장 임의 배정,2022년 5월 | 1박,추천해요 아스타,"['여행 마지막날은 아스타호텔에서 숙박하였는데 공항,,동문시장 등등 이동이 편리하여서 좋았습니다.']"
58,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,sojung (대한민국),그룹 여행객,현장 임의 배정,2021년 10월 | 2박,최고,['직원 분들이 너무 친절하세요 맘 같아선 5점 이상 드리고 싶습니다']
59,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,kang (대한민국),나홀로 여행객,현장 임의 배정,2022년 3월 | 1박,제주살이 떠돌이 여행자 후기,['매일 여기저기 좋으면 연박 이런식으로 떠돌아 다녔는데 여기 괜찮습니다 흠잡을 것 없음']
60,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,HAEJOO (대한민국),나홀로 여행객,디럭스 트윈,2021년 3월 | 1박,너무 좋았어요 ,['숙소상태도 너무 깨끗하고 직원분들도 친절했습니다']
61,아스타 호텔 제주 (ASTAR Hotel Jeju),9.6,JEONGDO (대한민국),청소년 동반 가족 여행객,디럭스 트윈,2020년 1월 | 1박,동문시장과 시외버스터미널이 가까운 숙소입니다.,['동문시장까지는 15~20분 정도 걸어서 갈 수 있는 거리이고 시외버스터미널은 10분 정도 거리입니다. 위치적으로 좋은 곳이지만 숙소급에 비해 조식은 다소 실망스러운 수준입니다. 그래도 비슷한 가격대의 다른 곳보다는 좋습니다.']
62,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,MIRIM (대한민국),그룹 여행객,디럭스 트윈,2020년 9월 | 2박,좋아요!,"['부모님 모시고 가는 여행이었는데, 위치도 정말 좋고, 숙소 위상상태며, 객실 컨디션 모두 만족이었습니다.']"
63,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Yang (대한민국),커플/2인 여행객,디럭스 트윈,2021년 2월 | 1박,갓성비 호텔이네요 !,['생각보다 만족스러웠습니다~! 건물이나 룸 컨디션이 좋았어요! 가격대비 너무 만족스러웠어요~']
64,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Young (대한민국),출장 여행객,디럭스 트윈,2022년 7월 | 1박,좋아요 깔끔하고 위치도 좋고요,['출장중에 묵었는데 좋습니다 다만 캐리어 트레이 하나 있으면 좋을 둣해요.']
65,아스타 호텔 제주 (ASTAR Hotel Jeju),10.0,Jeongim (대한민국),나홀로 여행객,디럭스 더블,2019년 8월 | 1박,가성비갑,['공항에서정말가까워요 룸상태좋구요 조식은기대안했는데..맛있습니다. 모든걸만족한숙소였습니다']
